request_id,arrival_time,tenant,model_revision,full_prefix_hash_chain,prefix_length,expected_reuse_coverage,generation_length,locality_class,digest,discard
2476,49.52,t10,qwen2.5-1.5b-r1,"[""root-12"", ""tenant-085"", ""p00570""]",256,0.8333333333333333,32,low,p00570,False
2477,49.54,t12,qwen2.5-1.5b-r1,"[""root-04"", ""tenant-058"", ""p00252""]",512,0.5,32,low,p00252,False
2478,49.56,t09,qwen2.5-1.5b-r1,"[""root-23"", ""tenant-069"", ""p00457""]",1024,0.6666666666666666,32,low,p00457,False
2479,49.58,t12,qwen2.5-1.5b-r1,"[""root-08"", ""tenant-089"", ""p00380""]",2048,0.5,32,low,p00380,False
2480,49.6,t12,qwen2.5-1.5b-r1,"[""root-25"", ""tenant-040"", ""p00428""]",256,0.5,32,low,p00428,False
2481,49.620000000000005,t09,qwen2.5-1.5b-r1,"[""root-12"", ""tenant-008"", ""p00105""]",512,0.6666666666666666,32,low,p00105,False
2482,49.64,t01,qwen2.5-1.5b-r1,"[""root-22"", ""tenant-080"", ""p00177""]",1024,0.6666666666666666,32,low,p00177,False
2483,49.660000000000004,t06,qwen2.5-1.5b-r1,"[""root-07"", ""tenant-038"", ""p00038""]",2048,0.8333333333333333,32,low,p00038,False
2484,49.68,t05,qwen2.5-1.5b-r1,"[""root-21"", ""tenant-032"", ""p00517""]",256,0.6666666666666666,32,low,p00517,False
2485,49.7,t03,qwen2.5-1.5b-r1,"[""root-19"", ""tenant-019"", ""p00019""]",512,1.0,32,low,p00019,False
2486,49.72,t13,qwen2.5-1.5b-r1,"[""root-01"", ""tenant-028"", ""p00125""]",1024,0.6666666666666666,32,low,p00125,False
2487,49.74,t11,qwen2.5-1.5b-r1,"[""root-29"", ""tenant-091"", ""p00091""]",2048,1.0,32,low,p00091,False
2488,49.76,t01,qwen2.5-1.5b-r1,"[""root-20"", ""tenant-016"", ""p00113""]",256,0.6666666666666666,32,low,p00113,False
2489,49.78,t04,qwen2.5-1.5b-r1,"[""root-04"", ""tenant-004"", ""p00004""]",512,0.5,32,low,p00004,False
2490,49.800000000000004,t04,qwen2.5-1.5b-r1,"[""root-04"", ""tenant-004"", ""p00004""]",1024,0.5,32,low,p00004,False
2491,49.82,t06,qwen2.5-1.5b-r1,"[""root-25"", ""tenant-021"", ""p00118""]",2048,0.8333333333333333,32,low,p00118,False
2492,49.84,t12,qwen2.5-1.5b-r1,"[""root-05"", ""tenant-090"", ""p00284""]",256,0.5,32,low,p00284,False
2493,49.86,t06,qwen2.5-1.5b-r1,"[""root-12"", ""tenant-004"", ""p00198""]",512,0.8333333333333333,32,low,p00198,False
2494,49.88,t06,qwen2.5-1.5b-r1,"[""root-18"", ""tenant-002"", ""p00390""]",1024,0.8333333333333333,32,low,p00390,False
2495,49.9,t01,qwen2.5-1.5b-r1,"[""root-06"", ""tenant-064"", ""p00161""]",2048,0.6666666666666666,32,low,p00161,False
2496,49.92,t07,qwen2.5-1.5b-r1,"[""root-17"", ""tenant-036"", ""p00327""]",256,1.0,32,low,p00327,False
2497,49.94,t13,qwen2.5-1.5b-r1,"[""root-22"", ""tenant-010"", ""p00301""]",512,0.6666666666666666,32,low,p00301,False
2498,49.96,t15,qwen2.5-1.5b-r1,"[""root-20"", ""tenant-078"", ""p00175""]",1024,1.0,32,low,p00175,False
2499,49.980000000000004,t05,qwen2.5-1.5b-r1,"[""root-07"", ""tenant-080"", ""p00565""]",2048,0.6666666666666666,32,low,p00565,False
2500,50.0,t05,qwen2.5-1.5b-r1,"[""root-02"", ""tenant-017"", ""p00405""]",256,0.6666666666666666,32,low,p00405,False
2501,50.02,t01,qwen2.5-1.5b-r1,"[""root-21"", ""tenant-048"", ""p00145""]",512,0.6666666666666666,32,low,p00145,False
2502,50.04,t06,qwen2.5-1.5b-r1,"[""root-15"", ""tenant-003"", ""p00294""]",1024,0.8333333333333333,32,low,p00294,False
2503,50.06,t02,qwen2.5-1.5b-r1,"[""root-27"", ""tenant-015"", ""p00306""]",2048,0.8333333333333333,32,low,p00306,False
2504,50.08,t06,qwen2.5-1.5b-r1,"[""root-10"", ""tenant-037"", ""p00134""]",256,0.8333333333333333,32,low,p00134,False
2505,50.1,t06,qwen2.5-1.5b-r1,"[""root-18"", ""tenant-002"", ""p00390""]",512,0.8333333333333333,32,low,p00390,False
2506,50.120000000000005,t08,qwen2.5-1.5b-r1,"[""root-08"", ""tenant-008"", ""p00008""]",1024,0.5,32,low,p00008,False
2507,50.14,t04,qwen2.5-1.5b-r1,"[""root-20"", ""tenant-031"", ""p00516""]",2048,0.5,32,low,p00516,False
2508,50.160000000000004,t06,qwen2.5-1.5b-r1,"[""root-17"", ""tenant-067"", ""p00358""]",256,0.8333333333333333,32,low,p00358,False
2509,50.18,t12,qwen2.5-1.5b-r1,"[""root-10"", ""tenant-056"", ""p00444""]",512,0.5,32,low,p00444,False
2510,50.2,t00,qwen2.5-1.5b-r1,"[""root-23"", ""tenant-046"", ""p00240""]",1024,0.5,32,low,p00240,False
2511,50.22,t00,qwen2.5-1.5b-r1,"[""root-02"", ""tenant-075"", ""p00560""]",2048,0.5,32,low,p00560,False
2512,50.24,t08,qwen2.5-1.5b-r1,"[""root-29"", ""tenant-087"", ""p00184""]",256,0.5,32,low,p00184,False
2513,50.26,t15,qwen2.5-1.5b-r1,"[""root-28"", ""tenant-043"", ""p00431""]",512,1.0,32,low,p00431,False
2514,50.28,t08,qwen2.5-1.5b-r1,"[""root-15"", ""tenant-038"", ""p00232""]",1024,0.5,32,low,p00232,False
2515,50.300000000000004,t00,qwen2.5-1.5b-r1,"[""root-24"", ""tenant-078"", ""p00272""]",2048,0.5,32,low,p00272,False
2516,50.32,t02,qwen2.5-1.5b-r1,"[""root-09"", ""tenant-032"", ""p00226""]",256,0.8333333333333333,32,low,p00226,False
2517,50.34,t10,qwen2.5-1.5b-r1,"[""root-13"", ""tenant-009"", ""p00106""]",512,0.8333333333333333,32,low,p00106,False
2518,50.36,t12,qwen2.5-1.5b-r1,"[""root-05"", ""tenant-090"", ""p00284""]",1024,0.5,32,low,p00284,False
2519,50.38,t08,qwen2.5-1.5b-r1,"[""root-15"", ""tenant-038"", ""p00232""]",2048,0.5,32,low,p00232,False
2520,50.4,t04,qwen2.5-1.5b-r1,"[""root-16"", ""tenant-000"", ""p00388""]",256,0.5,32,low,p00388,False
2521,50.42,t04,qwen2.5-1.5b-r1,"[""root-07"", ""tenant-003"", ""p00100""]",512,0.5,32,low,p00100,False
2522,50.44,t12,qwen2.5-1.5b-r1,"[""root-30"", ""tenant-006"", ""p00588""]",1024,0.5,32,low,p00588,False
2523,50.46,t00,qwen2.5-1.5b-r1,"[""root-27"", ""tenant-077"", ""p00368""]",2048,0.5,32,low,p00368,False
2524,50.480000000000004,t09,qwen2.5-1.5b-r1,"[""root-11"", ""tenant-084"", ""p00569""]",256,0.6666666666666666,32,low,p00569,False
2525,50.5,t00,qwen2.5-1.5b-r1,"[""root-02"", ""tenant-075"", ""p00560""]",512,0.5,32,low,p00560,False
2526,50.52,t15,qwen2.5-1.5b-r1,"[""root-17"", ""tenant-079"", ""p00079""]",1024,1.0,32,low,p00079,False
2527,50.54,t04,qwen2.5-1.5b-r1,"[""root-18"", ""tenant-064"", ""p00452""]",2048,0.5,32,low,p00452,False
2528,50.56,t03,qwen2.5-1.5b-r1,"[""root-23"", ""tenant-050"", ""p00147""]",256,1.0,32,low,p00147,False
2529,50.58,t02,qwen2.5-1.5b-r1,"[""root-19"", ""tenant-050"", ""p00050""]",512,0.8333333333333333,32,low,p00050,False
2530,50.6,t04,qwen2.5-1.5b-r1,"[""root-10"", ""tenant-002"", ""p00196""]",1024,0.5,32,low,p00196,False
2531,50.620000000000005,t14,qwen2.5-1.5b-r1,"[""root-20"", ""tenant-012"", ""p00206""]",2048,0.8333333333333333,32,low,p00206,False
2532,50.64,t01,qwen2.5-1.5b-r1,"[""root-26"", ""tenant-014"", ""p00305""]",256,0.6666666666666666,32,low,p00305,False
2533,50.660000000000004,t07,qwen2.5-1.5b-r1,"[""root-23"", ""tenant-023"", ""p00023""]",512,1.0,32,low,p00023,False
2534,50.68,t00,qwen2.5-1.5b-r1,"[""root-18"", ""tenant-080"", ""p00080""]",1024,0.5,32,low,p00080,False
2535,50.7,t00,qwen2.5-1.5b-r1,"[""root-05"", ""tenant-063"", ""p00160""]",2048,0.5,32,low,p00160,False
2536,50.72,t10,qwen2.5-1.5b-r1,"[""root-00"", ""tenant-089"", ""p00186""]",256,0.8333333333333333,32,low,p00186,False
2537,50.74,t07,qwen2.5-1.5b-r1,"[""root-01"", ""tenant-020"", ""p00311""]",512,1.0,32,low,p00311,False
2538,50.76,t01,qwen2.5-1.5b-r1,"[""root-23"", ""tenant-015"", ""p00209""]",1024,0.6666666666666666,32,low,p00209,False
2539,50.78,t03,qwen2.5-1.5b-r1,"[""root-10"", ""tenant-033"", ""p00227""]",2048,1.0,32,low,p00227,False
2540,50.800000000000004,t01,qwen2.5-1.5b-r1,"[""root-25"", ""tenant-079"", ""p00273""]",256,0.6666666666666666,32,low,p00273,False
2541,50.82,t01,qwen2.5-1.5b-r1,"[""root-04"", ""tenant-000"", ""p00097""]",512,0.6666666666666666,32,low,p00097,False
2542,50.84,t15,qwen2.5-1.5b-r1,"[""root-16"", ""tenant-047"", ""p00047""]",1024,1.0,32,low,p00047,False
2543,50.86,t02,qwen2.5-1.5b-r1,"[""root-06"", ""tenant-033"", ""p00130""]",2048,0.8333333333333333,32,low,p00130,False
2544,50.88,t03,qwen2.5-1.5b-r1,"[""root-09"", ""tenant-001"", ""p00195""]",256,1.0,32,low,p00195,False
2545,50.9,t08,qwen2.5-1.5b-r1,"[""root-20"", ""tenant-004"", ""p00392""]",512,0.5,32,low,p00392,False
2546,50.92,t05,qwen2.5-1.5b-r1,"[""root-19"", ""tenant-065"", ""p00453""]",1024,0.6666666666666666,32,low,p00453,False
2547,50.94,t10,qwen2.5-1.5b-r1,"[""root-24"", ""tenant-070"", ""p00458""]",2048,0.8333333333333333,32,low,p00458,False
2548,50.96,t03,qwen2.5-1.5b-r1,"[""root-12"", ""tenant-000"", ""p00291""]",256,1.0,32,low,p00291,False
2549,50.980000000000004,t05,qwen2.5-1.5b-r1,"[""root-07"", ""tenant-080"", ""p00565""]",512,0.6666666666666666,32,low,p00565,False
2550,51.0,t01,qwen2.5-1.5b-r1,"[""root-30"", ""tenant-045"", ""p00433""]",1024,0.6666666666666666,32,low,p00433,False
2551,51.02,t01,qwen2.5-1.5b-r1,"[""root-19"", ""tenant-081"", ""p00081""]",2048,0.6666666666666666,32,low,p00081,False
2552,51.04,t09,qwen2.5-1.5b-r1,"[""root-27"", ""tenant-089"", ""p00089""]",256,0.6666666666666666,32,low,p00089,False
2553,51.06,t15,qwen2.5-1.5b-r1,"[""root-20"", ""tenant-078"", ""p00175""]",512,1.0,32,low,p00175,False
2554,51.08,t02,qwen2.5-1.5b-r1,"[""root-03"", ""tenant-045"", ""p00530""]",1024,0.8333333333333333,32,low,p00530,False
2555,51.1,t07,qwen2.5-1.5b-r1,"[""root-14"", ""tenant-037"", ""p00231""]",2048,1.0,32,low,p00231,False
2556,51.120000000000005,t00,qwen2.5-1.5b-r1,"[""root-16"", ""tenant-027"", ""p00512""]",256,0.5,32,low,p00512,False
2557,51.14,t02,qwen2.5-1.5b-r1,"[""root-20"", ""tenant-093"", ""p00578""]",512,0.8333333333333333,32,low,p00578,False
2558,51.160000000000004,t13,qwen2.5-1.5b-r1,"[""root-06"", ""tenant-091"", ""p00285""]",1024,0.6666666666666666,32,low,p00285,False
2559,51.18,t07,qwen2.5-1.5b-r1,"[""root-19"", ""tenant-003"", ""p00391""]",2048,1.0,32,low,p00391,False
2560,51.2,t10,qwen2.5-1.5b-r1,"[""root-10"", ""tenant-010"", ""p00010""]",256,0.8333333333333333,32,low,p00010,False
2561,51.22,t03,qwen2.5-1.5b-r1,"[""root-08"", ""tenant-066"", ""p00163""]",512,1.0,32,low,p00163,False
2562,51.24,t15,qwen2.5-1.5b-r1,"[""root-17"", ""tenant-090"", ""p00575""]",1024,1.0,32,low,p00575,False
2563,51.26,t11,qwen2.5-1.5b-r1,"[""root-27"", ""tenant-027"", ""p00027""]",2048,1.0,32,low,p00027,False
2564,51.28,t00,qwen2.5-1.5b-r1,"[""root-19"", ""tenant-015"", ""p00112""]",256,0.5,32,low,p00112,False
2565,51.300000000000004,t02,qwen2.5-1.5b-r1,"[""root-08"", ""tenant-000"", ""p00194""]",512,0.8333333333333333,32,low,p00194,False
2566,51.32,t13,qwen2.5-1.5b-r1,"[""root-14"", ""tenant-056"", ""p00541""]",1024,0.6666666666666666,32,low,p00541,False
2567,51.34,t13,qwen2.5-1.5b-r1,"[""root-05"", ""tenant-059"", ""p00253""]",2048,0.6666666666666666,32,low,p00253,False
2568,51.36,t14,qwen2.5-1.5b-r1,"[""root-14"", ""tenant-014"", ""p00014""]",256,0.8333333333333333,32,low,p00014,False
2569,51.38,t12,qwen2.5-1.5b-r1,"[""root-10"", ""tenant-056"", ""p00444""]",512,0.5,32,low,p00444,False
2570,51.4,t12,qwen2.5-1.5b-r1,"[""root-27"", ""tenant-007"", ""p00492""]",1024,0.5,32,low,p00492,False
2571,51.42,t02,qwen2.5-1.5b-r1,"[""root-19"", ""tenant-050"", ""p00050""]",2048,0.8333333333333333,32,low,p00050,False
2572,51.44,t00,qwen2.5-1.5b-r1,"[""root-15"", ""tenant-092"", ""p00480""]",256,0.5,32,low,p00480,False
2573,51.46,t03,qwen2.5-1.5b-r1,"[""root-27"", ""tenant-081"", ""p00275""]",512,1.0,32,low,p00275,False
2574,51.480000000000004,t13,qwen2.5-1.5b-r1,"[""root-25"", ""tenant-009"", ""p00397""]",1024,0.6666666666666666,32,low,p00397,False
2575,51.5,t03,qwen2.5-1.5b-r1,"[""root-02"", ""tenant-079"", ""p00467""]",2048,1.0,32,low,p00467,False
2576,51.52,t03,qwen2.5-1.5b-r1,"[""root-05"", ""tenant-067"", ""p00067""]",256,1.0,32,low,p00067,False
2577,51.54,t05,qwen2.5-1.5b-r1,"[""root-18"", ""tenant-033"", ""p00421""]",512,0.6666666666666666,32,low,p00421,False
2578,51.56,t12,qwen2.5-1.5b-r1,"[""root-09"", ""tenant-024"", ""p00412""]",1024,0.5,32,low,p00412,False
2579,51.58,t10,qwen2.5-1.5b-r1,"[""root-12"", ""tenant-085"", ""p00570""]",2048,0.8333333333333333,32,low,p00570,False
2580,51.6,t14,qwen2.5-1.5b-r1,"[""root-26"", ""tenant-010"", ""p00398""]",256,0.8333333333333333,32,low,p00398,False
2581,51.620000000000005,t14,qwen2.5-1.5b-r1,"[""root-16"", ""tenant-078"", ""p00078""]",512,0.8333333333333333,32,low,p00078,False
2582,51.64,t03,qwen2.5-1.5b-r1,"[""root-21"", ""tenant-083"", ""p00083""]",1024,1.0,32,low,p00083,False
2583,51.660000000000004,t08,qwen2.5-1.5b-r1,"[""root-08"", ""tenant-019"", ""p00504""]",2048,0.5,32,low,p00504,False
2584,51.68,t15,qwen2.5-1.5b-r1,"[""root-22"", ""tenant-045"", ""p00239""]",256,1.0,32,low,p00239,False
2585,51.7,t05,qwen2.5-1.5b-r1,"[""root-22"", ""tenant-064"", ""p00549""]",512,0.6666666666666666,32,low,p00549,False
2586,51.72,t04,qwen2.5-1.5b-r1,"[""root-14"", ""tenant-033"", ""p00324""]",1024,0.5,32,low,p00324,False
2587,51.74,t08,qwen2.5-1.5b-r1,"[""root-26"", ""tenant-002"", ""p00584""]",2048,0.5,32,low,p00584,False
2588,51.76,t06,qwen2.5-1.5b-r1,"[""root-29"", ""tenant-052"", ""p00246""]",256,0.8333333333333333,32,low,p00246,False
2589,51.78,t08,qwen2.5-1.5b-r1,"[""root-09"", ""tenant-040"", ""p00040""]",512,0.5,32,low,p00040,False
2590,51.800000000000004,t11,qwen2.5-1.5b-r1,"[""root-09"", ""tenant-055"", ""p00443""]",1024,1.0,32,low,p00443,False
2591,51.82,t13,qwen2.5-1.5b-r1,"[""root-21"", ""tenant-075"", ""p00269""]",2048,0.6666666666666666,32,low,p00269,False
2592,51.84,t12,qwen2.5-1.5b-r1,"[""root-14"", ""tenant-087"", ""p00572""]",256,0.5,32,low,p00572,False
2593,51.86,t10,qwen2.5-1.5b-r1,"[""root-26"", ""tenant-026"", ""p00026""]",512,0.8333333333333333,32,low,p00026,False
2594,51.88,t04,qwen2.5-1.5b-r1,"[""root-07"", ""tenant-003"", ""p00100""]",1024,0.5,32,low,p00100,False
2595,51.9,t05,qwen2.5-1.5b-r1,"[""root-05"", ""tenant-016"", ""p00501""]",2048,0.6666666666666666,32,low,p00501,False
2596,51.92,t00,qwen2.5-1.5b-r1,"[""root-01"", ""tenant-043"", ""p00528""]",256,0.5,32,low,p00528,False
2597,51.94,t00,qwen2.5-1.5b-r1,"[""root-01"", ""tenant-032"", ""p00032""]",512,0.5,32,low,p00032,False
2598,51.96,t00,qwen2.5-1.5b-r1,"[""root-08"", ""tenant-062"", ""p00256""]",1024,0.5,32,low,p00256,False
2599,51.980000000000004,t04,qwen2.5-1.5b-r1,"[""root-05"", ""tenant-036"", ""p00036""]",2048,0.5,32,low,p00036,False
2600,52.0,t10,qwen2.5-1.5b-r1,"[""root-20"", ""tenant-039"", ""p00330""]",256,0.8333333333333333,32,low,p00330,False
2601,52.02,t08,qwen2.5-1.5b-r1,"[""root-10"", ""tenant-083"", ""p00568""]",512,0.5,32,low,p00568,False
2602,52.04,t00,qwen2.5-1.5b-r1,"[""root-21"", ""tenant-079"", ""p00176""]",1024,0.5,32,low,p00176,False
2603,52.06,t06,qwen2.5-1.5b-r1,"[""root-23"", ""tenant-054"", ""p00054""]",2048,0.8333333333333333,32,low,p00054,False
2604,52.08,t00,qwen2.5-1.5b-r1,"[""root-00"", ""tenant-000"", ""p00000""]",256,0.5,32,low,p00000,False
2605,52.1,t12,qwen2.5-1.5b-r1,"[""root-23"", ""tenant-073"", ""p00364""]",512,0.5,32,low,p00364,False
2606,52.120000000000005,t15,qwen2.5-1.5b-r1,"[""root-19"", ""tenant-046"", ""p00143""]",1024,1.0,32,low,p00143,False
2607,52.14,t08,qwen2.5-1.5b-r1,"[""root-13"", ""tenant-071"", ""p00168""]",2048,0.5,32,low,p00168,False
2608,52.160000000000004,t04,qwen2.5-1.5b-r1,"[""root-20"", ""tenant-020"", ""p00020""]",256,0.5,32,low,p00020,False
2609,52.18,t04,qwen2.5-1.5b-r1,"[""root-02"", ""tenant-048"", ""p00436""]",512,0.5,32,low,p00436,False
2610,52.2,t14,qwen2.5-1.5b-r1,"[""root-26"", ""tenant-010"", ""p00398""]",1024,0.8333333333333333,32,low,p00398,False
2611,52.22,t05,qwen2.5-1.5b-r1,"[""root-17"", ""tenant-001"", ""p00389""]",2048,0.6666666666666666,32,low,p00389,False
2612,52.24,t12,qwen2.5-1.5b-r1,"[""root-12"", ""tenant-012"", ""p00012""]",256,0.5,32,low,p00012,False
2613,52.26,t09,qwen2.5-1.5b-r1,"[""root-26"", ""tenant-068"", ""p00553""]",512,0.6666666666666666,32,low,p00553,False
2614,52.28,t15,qwen2.5-1.5b-r1,"[""root-10"", ""tenant-060"", ""p00351""]",1024,1.0,32,low,p00351,False
2615,52.300000000000004,t10,qwen2.5-1.5b-r1,"[""root-06"", ""tenant-087"", ""p00378""]",2048,0.8333333333333333,32,low,p00378,False
2616,52.32,t03,qwen2.5-1.5b-r1,"[""root-00"", ""tenant-015"", ""p00403""]",256,1.0,32,low,p00403,False
2617,52.34,t00,qwen2.5-1.5b-r1,"[""root-04"", ""tenant-031"", ""p00128""]",512,0.5,32,low,p00128,False
2618,52.36,t05,qwen2.5-1.5b-r1,"[""root-03"", ""tenant-049"", ""p00437""]",1024,0.6666666666666666,32,low,p00437,False
2619,52.38,t02,qwen2.5-1.5b-r1,"[""root-21"", ""tenant-017"", ""p00114""]",2048,0.8333333333333333,32,low,p00114,False
2620,52.4,t12,qwen2.5-1.5b-r1,"[""root-14"", ""tenant-087"", ""p00572""]",256,0.5,32,low,p00572,False
2621,52.42,t15,qwen2.5-1.5b-r1,"[""root-18"", ""tenant-014"", ""p00111""]",512,1.0,32,low,p00111,False
2622,52.44,t15,qwen2.5-1.5b-r1,"[""root-12"", ""tenant-027"", ""p00415""]",1024,1.0,32,low,p00415,False
2623,52.46,t04,qwen2.5-1.5b-r1,"[""root-18"", ""tenant-064"", ""p00452""]",2048,0.5,32,low,p00452,False
2624,52.480000000000004,t08,qwen2.5-1.5b-r1,"[""root-08"", ""tenant-008"", ""p00008""]",256,0.5,32,low,p00008,False
2625,52.5,t00,qwen2.5-1.5b-r1,"[""root-20"", ""tenant-047"", ""p00144""]",512,0.5,32,low,p00144,False
2626,52.52,t02,qwen2.5-1.5b-r1,"[""root-03"", ""tenant-034"", ""p00034""]",1024,0.8333333333333333,32,low,p00034,False
2627,52.54,t09,qwen2.5-1.5b-r1,"[""root-28"", ""tenant-024"", ""p00121""]",2048,0.6666666666666666,32,low,p00121,False
2628,52.56,t04,qwen2.5-1.5b-r1,"[""root-06"", ""tenant-068"", ""p00068""]",256,0.5,32,low,p00068,False
2629,52.58,t09,qwen2.5-1.5b-r1,"[""root-17"", ""tenant-071"", ""p00265""]",512,0.6666666666666666,32,low,p00265,False
2630,52.6,t00,qwen2.5-1.5b-r1,"[""root-28"", ""tenant-012"", ""p00400""]",1024,0.5,32,low,p00400,False
2631,52.620000000000005,t05,qwen2.5-1.5b-r1,"[""root-05"", ""tenant-016"", ""p00501""]",2048,0.6666666666666666,32,low,p00501,False
2632,52.64,t03,qwen2.5-1.5b-r1,"[""root-04"", ""tenant-035"", ""p00035""]",256,1.0,32,low,p00035,False
2633,52.660000000000004,t01,qwen2.5-1.5b-r1,"[""root-13"", ""tenant-094"", ""p00385""]",512,0.6666666666666666,32,low,p00385,False
2634,52.68,t07,qwen2.5-1.5b-r1,"[""root-03"", ""tenant-084"", ""p00375""]",1024,1.0,32,low,p00375,False
2635,52.7,t13,qwen2.5-1.5b-r1,"[""root-03"", ""tenant-092"", ""p00189""]",2048,0.6666666666666666,32,low,p00189,False
2636,52.72,t03,qwen2.5-1.5b-r1,"[""root-05"", ""tenant-078"", ""p00563""]",256,1.0,32,low,p00563,False
2637,52.74,t06,qwen2.5-1.5b-r1,"[""root-08"", ""tenant-070"", ""p00070""]",512,0.8333333333333333,32,low,p00070,False
2638,52.76,t15,qwen2.5-1.5b-r1,"[""root-00"", ""tenant-031"", ""p00031""]",1024,1.0,32,low,p00031,False
2639,52.78,t04,qwen2.5-1.5b-r1,"[""root-24"", ""tenant-051"", ""p00148""]",2048,0.5,32,low,p00148,False
2640,52.800000000000004,t07,qwen2.5-1.5b-r1,"[""root-30"", ""tenant-053"", ""p00247""]",256,1.0,32,low,p00247,False
2641,52.82,t04,qwen2.5-1.5b-r1,"[""root-11"", ""tenant-034"", ""p00228""]",512,0.5,32,low,p00228,False
2642,52.84,t03,qwen2.5-1.5b-r1,"[""root-21"", ""tenant-094"", ""p00579""]",1024,1.0,32,low,p00579,False
2643,52.86,t01,qwen2.5-1.5b-r1,"[""root-06"", ""tenant-064"", ""p00161""]",2048,0.6666666666666666,32,low,p00161,False
2644,52.88,t11,qwen2.5-1.5b-r1,"[""root-12"", ""tenant-054"", ""p00539""]",256,1.0,32,low,p00539,False
2645,52.9,t07,qwen2.5-1.5b-r1,"[""root-12"", ""tenant-070"", ""p00167""]",512,1.0,32,low,p00167,False
2646,52.92,t11,qwen2.5-1.5b-r1,"[""root-12"", ""tenant-054"", ""p00539""]",1024,1.0,32,low,p00539,False
2647,52.94,t02,qwen2.5-1.5b-r1,"[""root-14"", ""tenant-095"", ""p00386""]",2048,0.8333333333333333,32,low,p00386,False
2648,52.96,t05,qwen2.5-1.5b-r1,"[""root-17"", ""tenant-001"", ""p00389""]",256,0.6666666666666666,32,low,p00389,False
2649,52.980000000000004,t13,qwen2.5-1.5b-r1,"[""root-28"", ""tenant-008"", ""p00493""]",512,0.6666666666666666,32,low,p00493,False
2650,53.0,t03,qwen2.5-1.5b-r1,"[""root-00"", ""tenant-015"", ""p00403""]",1024,1.0,32,low,p00403,False
2651,53.02,t07,qwen2.5-1.5b-r1,"[""root-11"", ""tenant-038"", ""p00135""]",2048,1.0,32,low,p00135,False
2652,53.04,t06,qwen2.5-1.5b-r1,"[""root-00"", ""tenant-019"", ""p00310""]",256,0.8333333333333333,32,low,p00310,False
2653,53.06,t06,qwen2.5-1.5b-r1,"[""root-26"", ""tenant-053"", ""p00150""]",512,0.8333333333333333,32,low,p00150,False
2654,53.08,t11,qwen2.5-1.5b-r1,"[""root-10"", ""tenant-087"", ""p00475""]",1024,1.0,32,low,p00475,False
2655,53.1,t08,qwen2.5-1.5b-r1,"[""root-09"", ""tenant-040"", ""p00040""]",2048,0.5,32,low,p00040,False
2656,53.120000000000005,t03,qwen2.5-1.5b-r1,"[""root-07"", ""tenant-034"", ""p00131""]",256,1.0,32,low,p00131,False
2657,53.14,t05,qwen2.5-1.5b-r1,"[""root-18"", ""tenant-033"", ""p00421""]",512,0.6666666666666666,32,low,p00421,False
2658,53.160000000000004,t01,qwen2.5-1.5b-r1,"[""root-11"", ""tenant-030"", ""p00321""]",1024,0.6666666666666666,32,low,p00321,False
2659,53.18,t04,qwen2.5-1.5b-r1,"[""root-22"", ""tenant-095"", ""p00580""]",2048,0.5,32,low,p00580,False
2660,53.2,t05,qwen2.5-1.5b-r1,"[""root-12"", ""tenant-035"", ""p00229""]",256,0.6666666666666666,32,low,p00229,False
2661,53.22,t12,qwen2.5-1.5b-r1,"[""root-11"", ""tenant-088"", ""p00476""]",512,0.5,32,low,p00476,False
2662,53.24,t10,qwen2.5-1.5b-r1,"[""root-08"", ""tenant-054"", ""p00442""]",1024,0.8333333333333333,32,low,p00442,False
2663,53.26,t07,qwen2.5-1.5b-r1,"[""root-28"", ""tenant-086"", ""p00183""]",2048,1.0,32,low,p00183,False
2664,53.28,t08,qwen2.5-1.5b-r1,"[""root-25"", ""tenant-056"", ""p00056""]",256,0.5,32,low,p00056,False
2665,53.300000000000004,t01,qwen2.5-1.5b-r1,"[""root-14"", ""tenant-029"", ""p00417""]",512,0.6666666666666666,32,low,p00417,False
2666,53.32,t13,qwen2.5-1.5b-r1,"[""root-08"", ""tenant-058"", ""p00349""]",1024,0.6666666666666666,32,low,p00349,False
2667,53.34,t01,qwen2.5-1.5b-r1,"[""root-19"", ""tenant-092"", ""p00577""]",2048,0.6666666666666666,32,low,p00577,False
2668,53.36,t11,qwen2.5-1.5b-r1,"[""root-03"", ""tenant-057"", ""p00251""]",256,1.0,32,low,p00251,False
2669,53.38,t06,qwen2.5-1.5b-r1,"[""root-26"", ""tenant-053"", ""p00150""]",512,0.8333333333333333,32,low,p00150,False
2670,53.4,t10,qwen2.5-1.5b-r1,"[""root-29"", ""tenant-025"", ""p00122""]",1024,0.8333333333333333,32,low,p00122,False
2671,53.42,t06,qwen2.5-1.5b-r1,"[""root-27"", ""tenant-085"", ""p00182""]",2048,0.8333333333333333,32,low,p00182,False
2672,53.44,t11,qwen2.5-1.5b-r1,"[""root-07"", ""tenant-088"", ""p00379""]",256,1.0,32,low,p00379,False
2673,53.46,t13,qwen2.5-1.5b-r1,"[""root-22"", ""tenant-010"", ""p00301""]",512,0.6666666666666666,32,low,p00301,False
2674,53.480000000000004,t09,qwen2.5-1.5b-r1,"[""root-27"", ""tenant-003"", ""p00585""]",1024,0.6666666666666666,32,low,p00585,False
2675,53.5,t03,qwen2.5-1.5b-r1,"[""root-30"", ""tenant-080"", ""p00371""]",2048,1.0,32,low,p00371,False
